pT,W,R,pL,c,pL*c,pQ,R1_array,R2_array,Max_R1_Payoff,Max_R2_Payoff,Max_Payoff,Eq,Number_Eqs,Strategy_Name,Strategy
0.5,60,60,0.22065127814854646,4,0.8826051125941858,1,"[[30.0, 30.0], [44.12, 59.12]]","[[30.0, 44.12], [30.0, 59.12]]",59.12,59.12,59.12,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,23,23,0.8030084821496273,41,32.92334776813472,1,"[[11.5, 11.5], [-15.67, -9.92]]","[[11.5, -15.67], [11.5, -9.92]]",11.5,11.5,11.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,44,44,0.3950222150994849,29,11.45564423788506,1,"[[22.0, 22.0], [21.54, 32.54]]","[[22.0, 21.54], [22.0, 32.54]]",22.0,32.54,32.54,"[array([-0.,  1.]), array([-0.,  1.]), array([0., 1.]), array([0., 1.]), array([0.96, 0.04]), array([0.96, 0.04]), array([1., 0.]), array([1., 0.])]",4.0,Not_Unique,2
0.5,59,59,0.8703201559275253,13,11.31416202705783,1,"[[29.5, 29.5], [32.94, 47.69]]","[[29.5, 32.94], [29.5, 47.69]]",47.69,47.69,47.69,"[array([0., 1.]), array([0., 1.]), array([0.5, 0.5]), array([0.5, 0.5])]",2.0,Not_Unique,2
0.5,60,60,0.4015774059237188,39,15.661518831025035,1,"[[30.0, 30.0], [29.34, 44.34]]","[[30.0, 29.34], [30.0, 44.34]]",30.0,44.34,44.34,"[array([0., 1.]), array([0., 1.]), array([0.96, 0.04]), array([0.96, 0.04]), array([1., 0.]), array([1., 0.])]",3.0,Not_Unique,2
0.5,55,55,0.5144507241525907,19,9.774563758899225,1,"[[27.5, 27.5], [31.48, 45.23]]","[[27.5, 31.48], [27.5, 45.23]]",45.23,45.23,45.23,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,14,14,0.6055628503811632,6,3.633377102286979,1,"[[7.0, 7.0], [6.87, 10.37]]","[[7.0, 6.87], [7.0, 10.37]]",7.0,10.37,10.37,"[array([-0.,  1.]), array([-0.,  1.]), array([0.96, 0.04]), array([0.96, 0.04]), array([1., 0.]), array([1., 0.])]",3.0,Not_Unique,2
0.5,18,18,0.7866943993924244,49,38.548025570228795,1,"[[9.0, 9.0], [-25.05, -20.55]]","[[9.0, -25.05], [9.0, -20.55]]",9.0,9.0,9.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,56,56,0.20712046645005178,35,7.249216325751812,1,"[[28.0, 28.0], [34.75, 48.75]]","[[28.0, 34.75], [28.0, 48.75]]",48.75,48.75,48.75,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,27,27,0.18054495471266696,27,4.8747137772420075,1,"[[13.5, 13.5], [15.38, 22.13]]","[[13.5, 15.38], [13.5, 22.13]]",22.13,22.13,22.13,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,86,86,0.2868197556653247,22,6.310034624637144,1,"[[43.0, 43.0], [58.19, 79.69]]","[[43.0, 58.19], [43.0, 79.69]]",79.69,79.69,79.69,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,53,53,0.8231131814168848,4,3.2924527256675393,1,"[[26.5, 26.5], [36.46, 49.71]]","[[26.5, 36.46], [26.5, 49.71]]",49.71,49.71,49.71,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,84,84,0.3238222811591377,50,16.191114057956884,1,"[[42.0, 42.0], [46.81, 67.81]]","[[42.0, 46.81], [42.0, 67.81]]",67.81,67.81,67.81,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,52,52,0.1066765645012675,47,5.013798531559573,1,"[[26.0, 26.0], [33.99, 46.99]]","[[26.0, 33.99], [26.0, 46.99]]",46.99,46.99,46.99,"[array([0., 1.]), array([0., 1.]), array([0., 1.]), array([0., 1.])]",2.0,Not_Unique,2
0.5,65,65,0.5113749306774801,5,2.5568746533874003,1,"[[32.5, 32.5], [46.19, 62.44]]","[[32.5, 46.19], [32.5, 62.44]]",62.44,62.44,62.44,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,99,99,0.33642527909179765,11,3.700678070009774,1,"[[49.5, 49.5], [70.55, 95.3]]","[[49.5, 70.55], [49.5, 95.3]]",95.3,95.3,95.3,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,2,2,0.6772146708596537,32,21.67086946750892,1,"[[1.0, 1.0], [-20.17, -19.67]]","[[1.0, -20.17], [1.0, -19.67]]",1.0,1.0,1.0,"[array([ 1., -0.]), array([ 1., -0.])]",1.0,Guess,0
0.5,16,16,0.3187590479607241,31,9.881530486782447,1,"[[8.0, 8.0], [2.12, 6.12]]","[[8.0, 2.12], [8.0, 6.12]]",8.0,8.0,8.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,53,53,0.9442712612966668,9,8.498441351670001,1,"[[26.5, 26.5], [31.25, 44.5]]","[[26.5, 31.25], [26.5, 44.5]]",44.5,44.5,44.5,"[array([-0.,  1.]), array([-0.,  1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,82,82,0.8825912088134126,7,6.178138461693888,1,"[[41.0, 41.0], [55.32, 75.82]]","[[41.0, 55.32], [41.0, 75.82]]",75.82,75.82,75.82,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,32,32,0.8004958597925739,27,21.613388214399496,1,"[[16.0, 16.0], [2.39, 10.39]]","[[16.0, 2.39], [16.0, 10.39]]",16.0,16.0,16.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,14,14,0.3521627531517816,46,16.199486644981953,1,"[[7.0, 7.0], [-5.7, -2.2]]","[[7.0, -5.7], [7.0, -2.2]]",7.0,7.0,7.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,21,21,0.15047031899782037,22,3.310347017952048,1,"[[10.5, 10.5], [12.44, 17.69]]","[[10.5, 12.44], [10.5, 17.69]]",17.69,17.69,17.69,"[array([-0.,  1.]), array([-0.,  1.]), array([0., 1.]), array([0., 1.])]",2.0,Not_Unique,2
0.5,14,14,0.7351549121777027,13,9.557013858310135,1,"[[7.0, 7.0], [0.94, 4.44]]","[[7.0, 0.94], [7.0, 4.44]]",7.0,7.0,7.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,26,26,0.2683150553772382,13,3.4880957199040967,1,"[[13.0, 13.0], [16.01, 22.51]]","[[13.0, 16.01], [13.0, 22.51]]",22.51,22.51,22.51,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,14,14,0.6309136019422521,9,5.678222417480269,1,"[[7.0, 7.0], [4.82, 8.32]]","[[7.0, 4.82], [7.0, 8.32]]",7.0,8.32,8.32,"[array([1., 0.]), array([1., 0.]), array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.38, 0.62]), array([0.38, 0.62])]",4.0,Not_Unique,2
0.5,83,83,0.5629366526206369,4,2.2517466104825474,1,"[[41.5, 41.5], [60.0, 80.75]]","[[41.5, 60.0], [41.5, 80.75]]",80.75,80.75,80.75,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,0,0,0.5198833221170943,29,15.076616341395734,1,"[[0.0, 0.0], [-15.08, -15.08]]","[[0.0, -15.08], [0.0, -15.08]]",0.0,0.0,0.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,88,88,0.8543452348368513,46,39.29988080249516,1,"[[44.0, 44.0], [26.7, 48.7]]","[[44.0, 26.7], [44.0, 48.7]]",44.0,48.7,48.7,"[array([1., 0.]), array([1., 0.]), array([1., 0.]), array([1., 0.]), array([-0.,  1.]), array([-0.,  1.]), array([0.21, 0.79]), array([0.21, 0.79])]",4.0,Not_Unique,2
0.5,15,15,0.32281846989967666,27,8.71609868729127,1,"[[7.5, 7.5], [2.53, 6.28]]","[[7.5, 2.53], [7.5, 6.28]]",7.5,7.5,7.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,86,86,0.5162158589245411,21,10.840533037415364,1,"[[43.0, 43.0], [53.66, 75.16]]","[[43.0, 53.66], [43.0, 75.16]]",75.16,75.16,75.16,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,72,72,0.5545830885550541,9,4.991247796995487,1,"[[36.0, 36.0], [49.01, 67.01]]","[[36.0, 49.01], [36.0, 67.01]]",67.01,67.01,67.01,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,48,48,0.3247468534528206,40,12.989874138112825,1,"[[24.0, 24.0], [23.01, 35.01]]","[[24.0, 23.01], [24.0, 35.01]]",24.0,35.01,35.01,"[array([0., 1.]), array([0., 1.]), array([0.92, 0.08]), array([0.92, 0.08]), array([ 1., -0.]), array([ 1., -0.])]",3.0,Not_Unique,2
0.5,42,42,0.5770237110195217,1,0.5770237110195217,1,"[[21.0, 21.0], [30.92, 41.42]]","[[21.0, 30.92], [21.0, 41.42]]",41.42,41.42,41.42,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,43,43,0.9244547682560074,18,16.640185828608132,1,"[[21.5, 21.5], [15.61, 26.36]]","[[21.5, 15.61], [21.5, 26.36]]",21.5,26.36,26.36,"[array([1., 0.]), array([1., 0.]), array([-0.,  1.]), array([-0.,  1.]), array([0.45, 0.55]), array([0.45, 0.55])]",3.0,Not_Unique,2
0.5,77,77,0.667493394698172,11,7.342427341679892,1,"[[38.5, 38.5], [50.41, 69.66]]","[[38.5, 50.41], [38.5, 69.66]]",69.66,69.66,69.66,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,40,40,0.4126950151675457,7,2.88886510617282,1,"[[20.0, 20.0], [27.11, 37.11]]","[[20.0, 27.11], [20.0, 37.11]]",37.11,37.11,37.11,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,95,95,0.6779983532719704,46,31.18792425051064,1,"[[47.5, 47.5], [40.06, 63.81]]","[[47.5, 40.06], [47.5, 63.81]]",47.5,63.81,63.81,"[array([1., 0.]), array([1., 0.]), array([-0.,  1.]), array([-0.,  1.]), array([0.69, 0.31]), array([0.69, 0.31])]",3.0,Not_Unique,2
0.5,93,93,0.6999016950265861,6,4.199410170159516,1,"[[46.5, 46.5], [65.55, 88.8]]","[[46.5, 65.55], [46.5, 88.8]]",88.8,88.8,88.8,"[array([0., 1.]), array([0., 1.]), array([0., 1.]), array([0., 1.])]",2.0,Not_Unique,2
0.5,61,61,0.249729670010569,46,11.487564820486174,1,"[[30.5, 30.5], [34.26, 49.51]]","[[30.5, 34.26], [30.5, 49.51]]",49.51,49.51,49.51,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,22,22,0.8732304736571471,9,7.859074262914324,1,"[[11.0, 11.0], [8.64, 14.14]]","[[11.0, 8.64], [11.0, 14.14]]",11.0,14.14,14.14,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.57, 0.43]), array([0.57, 0.43])]",3.0,Not_Unique,2
0.5,89,89,0.9927169816456947,43,42.68683021076487,1,"[[44.5, 44.5], [24.06, 46.31]]","[[44.5, 24.06], [44.5, 46.31]]",44.5,46.31,46.31,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.08, 0.92]), array([0.08, 0.92])]",3.0,Not_Unique,2
0.5,65,65,0.375260237204032,13,4.878383083652416,1,"[[32.5, 32.5], [43.87, 60.12]]","[[32.5, 43.87], [32.5, 60.12]]",60.12,60.12,60.12,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,65,65,0.34692153318419905,24,8.326116796420777,1,"[[32.5, 32.5], [40.42, 56.67]]","[[32.5, 40.42], [32.5, 56.67]]",56.67,56.67,56.67,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,61,61,0.5606106728014537,22,12.33343480163198,1,"[[30.5, 30.5], [33.42, 48.67]]","[[30.5, 33.42], [30.5, 48.67]]",48.67,48.67,48.67,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,33,33,0.1333898242738315,35,4.668643849584103,1,"[[16.5, 16.5], [20.08, 28.33]]","[[16.5, 20.08], [16.5, 28.33]]",28.33,28.33,28.33,"[array([-0.,  1.]), array([-0.,  1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,45,45,0.5033338052444861,32,16.106681767823556,1,"[[22.5, 22.5], [17.64, 28.89]]","[[22.5, 17.64], [22.5, 28.89]]",22.5,28.89,28.89,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.57, 0.43]), array([0.57, 0.43])]",3.0,Not_Unique,2
0.5,89,89,0.8552086576915389,7,5.986460603840772,1,"[[44.5, 44.5], [60.76, 83.01]]","[[44.5, 60.76], [44.5, 83.01]]",83.01,83.01,83.01,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,23,23,0.716563296732122,39,27.94596857255276,1,"[[11.5, 11.5], [-10.7, -4.95]]","[[11.5, -10.7], [11.5, -4.95]]",11.5,11.5,11.5,"[array([1., 0.]), array([1., 0.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,36,36,0.9751999774932575,37,36.08239916725053,1,"[[18.0, 18.0], [-9.08, -0.08]]","[[18.0, -9.08], [18.0, -0.08]]",18.0,18.0,18.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,80,80,0.6838891826542185,23,15.729451201047025,1,"[[40.0, 40.0], [44.27, 64.27]]","[[40.0, 44.27], [40.0, 64.27]]",64.27,64.27,64.27,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,65,65,0.7162162162266489,27,19.33783783811952,1,"[[32.5, 32.5], [29.41, 45.66]]","[[32.5, 29.41], [32.5, 45.66]]",32.5,45.66,45.66,"[array([-0.,  1.]), array([-0.,  1.]), array([0., 1.]), array([0., 1.]), array([0.81, 0.19]), array([0.81, 0.19]), array([1., 0.]), array([1., 0.])]",4.0,Not_Unique,2
0.5,61,61,0.2973906010600713,1,0.2973906010600713,1,"[[30.5, 30.5], [45.45, 60.7]]","[[30.5, 45.45], [30.5, 60.7]]",60.7,60.7,60.7,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,7,7,0.9201516407230038,38,34.96576234747415,1,"[[3.5, 3.5], [-29.72, -27.97]]","[[3.5, -29.72], [3.5, -27.97]]",3.5,3.5,3.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,45,45,0.2985998271570687,1,0.2985998271570687,1,"[[22.5, 22.5], [33.45, 44.7]]","[[22.5, 33.45], [22.5, 44.7]]",44.7,44.7,44.7,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,93,93,0.4325001360457492,1,0.4325001360457492,1,"[[46.5, 46.5], [69.32, 92.57]]","[[46.5, 69.32], [46.5, 92.57]]",92.57,92.57,92.57,"[array([0., 1.]), array([0., 1.]), array([0., 1.]), array([0., 1.])]",2.0,Not_Unique,2
0.5,77,77,0.057261630516859285,50,2.863081525842964,1,"[[38.5, 38.5], [54.89, 74.14]]","[[38.5, 54.89], [38.5, 74.14]]",74.14,74.14,74.14,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,72,72,0.9418031215874216,22,20.719668674923277,1,"[[36.0, 36.0], [33.28, 51.28]]","[[36.0, 33.28], [36.0, 51.28]]",36.0,51.28,51.28,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.]), array([0.85, 0.15]), array([0.85, 0.15]), array([1., 0.]), array([1., 0.])]",4.0,Not_Unique,2
0.5,17,17,0.23408520387531617,33,7.724811727885434,1,"[[8.5, 8.5], [5.03, 9.28]]","[[8.5, 5.03], [8.5, 9.28]]",8.5,9.28,9.28,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.18, 0.82]), array([0.18, 0.82])]",3.0,Not_Unique,2
0.5,76,76,0.14023243145339082,44,6.170226983949195,1,"[[38.0, 38.0], [50.83, 69.83]]","[[38.0, 50.83], [38.0, 69.83]]",69.83,69.83,69.83,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,46,46,0.7936729725543501,45,35.71528376494575,1,"[[23.0, 23.0], [-1.22, 10.28]]","[[23.0, -1.22], [23.0, 10.28]]",23.0,23.0,23.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,20,20,0.00520375669954154,10,0.052037566995415396,1,"[[10.0, 10.0], [14.95, 19.95]]","[[10.0, 14.95], [10.0, 19.95]]",19.95,19.95,19.95,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,68,68,0.7255717305228571,21,15.237006340979999,1,"[[34.0, 34.0], [35.76, 52.76]]","[[34.0, 35.76], [34.0, 52.76]]",52.76,52.76,52.76,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,32,32,0.03117887638380923,44,1.371870560887606,1,"[[16.0, 16.0], [22.63, 30.63]]","[[16.0, 22.63], [16.0, 30.63]]",30.63,30.63,30.63,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,10,10,0.6129484158085544,34,20.84024613749085,1,"[[5.0, 5.0], [-13.34, -10.84]]","[[5.0, -13.34], [5.0, -10.84]]",5.0,5.0,5.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,59,59,0.7453139112820607,37,27.576614717436247,1,"[[29.5, 29.5], [16.67, 31.42]]","[[29.5, 16.67], [29.5, 31.42]]",29.5,31.42,31.42,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.]), array([-0.,  1.]), array([-0.,  1.]), array([0.13, 0.87]), array([0.13, 0.87])]",4.0,Not_Unique,2
0.5,39,39,0.332837492175026,10,3.3283749217502603,1,"[[19.5, 19.5], [25.92, 35.67]]","[[19.5, 25.92], [19.5, 35.67]]",35.67,35.67,35.67,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,69,69,0.9735119365987293,4,3.894047746394917,1,"[[34.5, 34.5], [47.86, 65.11]]","[[34.5, 47.86], [34.5, 65.11]]",65.11,65.11,65.11,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,87,87,0.6501972853292246,44,28.608680554485883,1,"[[43.5, 43.5], [36.64, 58.39]]","[[43.5, 36.64], [43.5, 58.39]]",43.5,58.39,58.39,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.68, 0.32]), array([0.68, 0.32])]",3.0,Not_Unique,2
0.5,95,95,0.6166481310603673,5,3.0832406553018368,1,"[[47.5, 47.5], [68.17, 91.92]]","[[47.5, 68.17], [47.5, 91.92]]",91.92,91.92,91.92,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,36,36,0.16351656583571494,7,1.1446159608500046,1,"[[18.0, 18.0], [25.86, 34.86]]","[[18.0, 25.86], [18.0, 34.86]]",34.86,34.86,34.86,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,38,38,0.44875272946931555,28,12.565076425140836,1,"[[19.0, 19.0], [15.93, 25.43]]","[[19.0, 15.93], [19.0, 25.43]]",19.0,25.43,25.43,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.68, 0.32]), array([0.68, 0.32])]",3.0,Not_Unique,2
0.5,8,8,0.10257825099909434,46,4.71859954595834,1,"[[4.0, 4.0], [1.28, 3.28]]","[[4.0, 1.28], [4.0, 3.28]]",4.0,4.0,4.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,29,29,0.45120759988989045,44,19.85313439515518,1,"[[14.5, 14.5], [1.9, 9.15]]","[[14.5, 1.9], [14.5, 9.15]]",14.5,14.5,14.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,76,76,0.12401814224682339,39,4.836707547626112,1,"[[38.0, 38.0], [52.16, 71.16]]","[[38.0, 52.16], [38.0, 71.16]]",71.16,71.16,71.16,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,7,7,0.6008274480614056,13,7.810756824798274,1,"[[3.5, 3.5], [-2.56, -0.81]]","[[3.5, -2.56], [3.5, -0.81]]",3.5,3.5,3.5,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,49,49,0.9660320667381703,33,31.87905820235962,1,"[[24.5, 24.5], [4.87, 17.12]]","[[24.5, 4.87], [24.5, 17.12]]",24.5,24.5,24.5,"[array([1., 0.]), array([1., 0.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,20,20,0.5639508464892748,34,19.174328780635346,1,"[[10.0, 10.0], [-4.17, 0.83]]","[[10.0, -4.17], [10.0, 0.83]]",10.0,10.0,10.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,63,63,0.6412615567442982,46,29.498031610237717,1,"[[31.5, 31.5], [17.75, 33.5]]","[[31.5, 17.75], [31.5, 33.5]]",31.5,33.5,33.5,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.13, 0.87]), array([0.13, 0.87])]",3.0,Not_Unique,2
0.5,64,64,0.7366705872488631,29,21.36344703021703,1,"[[32.0, 32.0], [26.64, 42.64]]","[[32.0, 26.64], [32.0, 42.64]]",32.0,42.64,42.64,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.66, 0.33]), array([0.66, 0.33])]",3.0,Not_Unique,2
0.5,7,7,0.31949681162150545,36,11.501885218374197,1,"[[3.5, 3.5], [-6.25, -4.5]]","[[3.5, -6.25], [3.5, -4.5]]",3.5,3.5,3.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,33,33,0.2989243483328964,18,5.380638269992135,1,"[[16.5, 16.5], [19.37, 27.62]]","[[16.5, 19.37], [16.5, 27.62]]",27.62,27.62,27.62,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,71,71,0.1549019168951391,24,3.7176460054833385,1,"[[35.5, 35.5], [49.53, 67.28]]","[[35.5, 49.53], [35.5, 67.28]]",67.28,67.28,67.28,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,64,64,0.9441236718306236,3,2.832371015491871,1,"[[32.0, 32.0], [45.17, 61.17]]","[[32.0, 45.17], [32.0, 61.17]]",61.17,61.17,61.17,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,56,56,0.03937979180499773,39,1.5358118803949115,1,"[[28.0, 28.0], [40.46, 54.46]]","[[28.0, 40.46], [28.0, 54.46]]",54.46,54.46,54.46,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,74,74,0.5493095460937906,45,24.718929574220574,1,"[[37.0, 37.0], [30.78, 49.28]]","[[37.0, 30.78], [37.0, 49.28]]",37.0,49.28,49.28,"[array([0.5, 0.5]), array([0.5, 0.5]), array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.66, 0.34]), array([0.66, 0.34])]",4.0,Not_Unique,2
0.5,21,21,0.41077968913519713,8,3.286237513081577,1,"[[10.5, 10.5], [12.46, 17.71]]","[[10.5, 12.46], [10.5, 17.71]]",17.71,17.71,17.71,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,15,15,0.06258681281536271,29,1.8150175716455186,1,"[[7.5, 7.5], [9.43, 13.18]]","[[7.5, 9.43], [7.5, 13.18]]",13.18,13.18,13.18,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,58,58,0.7147135538906622,16,11.435416862250595,1,"[[29.0, 29.0], [32.06, 46.56]]","[[29.0, 32.06], [29.0, 46.56]]",46.56,46.56,46.56,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,64,64,0.004520925923072738,47,0.2124835183844187,1,"[[32.0, 32.0], [47.79, 63.79]]","[[32.0, 47.79], [32.0, 63.79]]",63.79,63.79,63.79,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,77,77,0.9186596552697048,36,33.071747589709375,1,"[[38.5, 38.5], [24.68, 43.93]]","[[38.5, 24.68], [38.5, 43.93]]",38.5,43.93,43.93,"[array([1., 0.]), array([1., 0.]), array([ 1., -0.]), array([ 1., -0.]), array([0., 1.]), array([0., 1.]), array([0.28, 0.72]), array([0.28, 0.72])]",4.0,Not_Unique,2
0.5,8,8,0.9622604699840418,38,36.56589785939359,1,"[[4.0, 4.0], [-30.57, -28.57]]","[[4.0, -30.57], [4.0, -28.57]]",4.0,4.0,4.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,0,0,0.7544732330460068,3,2.26341969913802,1,"[[0.0, 0.0], [-2.26, -2.26]]","[[0.0, -2.26], [0.0, -2.26]]",0.0,0.0,0.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,80,80,0.4500846063699635,48,21.604061105758248,1,"[[40.0, 40.0], [38.4, 58.4]]","[[40.0, 38.4], [40.0, 58.4]]",40.0,58.4,58.4,"[array([-0.,  1.]), array([-0.,  1.]), array([0.92, 0.08]), array([0.92, 0.08]), array([ 1., -0.]), array([ 1., -0.])]",3.0,Not_Unique,2
0.5,26,26,0.435272670088762,31,13.493452772751622,1,"[[13.0, 13.0], [6.01, 12.51]]","[[13.0, 6.01], [13.0, 12.51]]",13.0,13.0,13.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,60,60,0.34055818487546496,41,13.962885579894063,1,"[[30.0, 30.0], [31.04, 46.04]]","[[30.0, 31.04], [30.0, 46.04]]",46.04,46.04,46.04,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,51,51,0.1036563587429008,18,1.8658144573722144,1,"[[25.5, 25.5], [36.38, 49.13]]","[[25.5, 36.38], [25.5, 49.13]]",49.13,49.13,49.13,"[array([-0.,  1.]), array([-0.,  1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,60,60,0.6714794559159547,12,8.057753470991457,1,"[[30.0, 30.0], [36.94, 51.94]]","[[30.0, 36.94], [30.0, 51.94]]",51.94,51.94,51.94,"[array([-0.,  1.]), array([-0.,  1.]), array([0.5, 0.5]), array([0.5, 0.5])]",2.0,Not_Unique,2
0.5,23,23,0.5044998270174413,16,8.071997232279061,1,"[[11.5, 11.5], [9.18, 14.93]]","[[11.5, 9.18], [11.5, 14.93]]",11.5,14.93,14.93,"[array([1., 0.]), array([1., 0.]), array([-0.,  1.]), array([-0.,  1.]), array([0.6, 0.4]), array([0.6, 0.4])]",3.0,Not_Unique,2
0.5,95,95,0.28983739043485157,48,13.912194740872875,1,"[[47.5, 47.5], [57.34, 81.09]]","[[47.5, 57.34], [47.5, 81.09]]",81.09,81.09,81.09,"[array([0., 1.]), array([0., 1.]), array([0., 1.]), array([0., 1.])]",2.0,Not_Unique,2
0.5,80,80,0.6789529515245705,2,1.357905903049141,1,"[[40.0, 40.0], [58.64, 78.64]]","[[40.0, 58.64], [40.0, 78.64]]",78.64,78.64,78.64,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,10,10,0.2990736388030416,45,13.458313746136872,1,"[[5.0, 5.0], [-5.96, -3.46]]","[[5.0, -5.96], [5.0, -3.46]]",5.0,5.0,5.0,"[array([1., 0.]), array([1., 0.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
