pT,W,R,pL,c,pL*c,pQ,R1_array,R2_array,Max_R1_Payoff,Max_R2_Payoff,Max_Payoff,Eq,Number_Eqs,Strategy_Name,Strategy
0.5,28,28,0.2267111896081233,6,1.3602671376487399,1,"[[14.0, 14.0], [19.64, 26.64]]","[[14.0, 19.64], [14.0, 26.64]]",26.64,26.64,26.64,"[array([0., 1.]), array([0., 1.]), array([-inf,  inf]), array([-inf,  inf])]",2.0,Not_Unique,2
0.5,72,72,0.9891912814913062,4,3.956765125965225,1,"[[36.0, 36.0], [50.04, 68.04]]","[[36.0, 50.04], [36.0, 68.04]]",68.04,68.04,68.04,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,59,59,0.30364504601023945,6,1.8218702760614367,1,"[[29.5, 29.5], [42.43, 57.18]]","[[29.5, 42.43], [29.5, 57.18]]",57.18,57.18,57.18,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,30,30,0.8465395084419427,21,17.777329677280797,1,"[[15.0, 15.0], [4.72, 12.22]]","[[15.0, 4.72], [15.0, 12.22]]",15.0,15.0,15.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,44,44,0.20946180508689205,11,2.3040798559558127,1,"[[22.0, 22.0], [30.7, 41.7]]","[[22.0, 30.7], [22.0, 41.7]]",41.7,41.7,41.7,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,97,97,0.7286265990600119,27,19.67291817462032,1,"[[48.5, 48.5], [53.08, 77.33]]","[[48.5, 53.08], [48.5, 77.33]]",77.33,77.33,77.33,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,4,4,0.0316302941480574,30,0.9489088244417221,1,"[[2.0, 2.0], [2.05, 3.05]]","[[2.0, 2.05], [2.0, 3.05]]",3.05,3.05,3.05,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,74,74,0.1707962938266463,29,4.953092520972742,1,"[[37.0, 37.0], [50.55, 69.05]]","[[37.0, 50.55], [37.0, 69.05]]",69.05,69.05,69.05,"[array([0., 1.]), array([0., 1.]), array([0., 1.]), array([0., 1.])]",2.0,Not_Unique,2
0.5,72,72,0.39888131739768584,41,16.35413401330512,1,"[[36.0, 36.0], [37.65, 55.65]]","[[36.0, 37.65], [36.0, 55.65]]",55.65,55.65,55.65,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,51,51,0.06527339792906317,28,1.8276551420137688,1,"[[25.5, 25.5], [36.42, 49.17]]","[[25.5, 36.42], [25.5, 49.17]]",49.17,49.17,49.17,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,15,15,0.8194722254095442,6,4.916833352457266,1,"[[7.5, 7.5], [6.33, 10.08]]","[[7.5, 6.33], [7.5, 10.08]]",7.5,10.08,10.08,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.69, 0.31]), array([0.69, 0.31])]",3.0,Not_Unique,2
0.5,45,45,0.688071680084617,16,11.009146881353873,1,"[[22.5, 22.5], [22.74, 33.99]]","[[22.5, 22.74], [22.5, 33.99]]",33.99,33.99,33.99,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,17,17,0.8604092705407302,45,38.71841717433286,1,"[[8.5, 8.5], [-25.97, -21.72]]","[[8.5, -25.97], [8.5, -21.72]]",8.5,8.5,8.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,47,47,0.076781387941382,3,0.23034416382414602,1,"[[23.5, 23.5], [35.02, 46.77]]","[[23.5, 35.02], [23.5, 46.77]]",46.77,46.77,46.77,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,78,78,0.8135719426026287,32,26.034302163284117,1,"[[39.0, 39.0], [32.47, 51.97]]","[[39.0, 32.47], [39.0, 51.97]]",39.0,51.97,51.97,"[array([1., 0.]), array([1., 0.]), array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.67, 0.33]), array([0.67, 0.33])]",4.0,Not_Unique,2
0.5,83,83,0.7720915466483985,37,28.567387225990746,1,"[[41.5, 41.5], [33.68, 54.43]]","[[41.5, 33.68], [41.5, 54.43]]",41.5,54.43,54.43,"[array([ 1., -0.]), array([ 1., -0.]), array([0., 1.]), array([0., 1.]), array([0.62, 0.38]), array([0.62, 0.38])]",3.0,Not_Unique,2
0.5,81,81,0.7538929230301761,37,27.894038152116515,1,"[[40.5, 40.5], [32.86, 53.11]]","[[40.5, 32.86], [40.5, 53.11]]",40.5,53.11,53.11,"[array([0.5, 0.5]), array([0.5, 0.5]), array([1., 0.]), array([1., 0.]), array([-0.,  1.]), array([-0.,  1.]), array([0.62, 0.38]), array([0.62, 0.38])]",4.0,Not_Unique,2
0.5,89,89,0.5854691197457508,37,21.662357430592778,1,"[[44.5, 44.5], [45.09, 67.34]]","[[44.5, 45.09], [44.5, 67.34]]",67.34,67.34,67.34,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,46,46,0.7167741008742975,3,2.1503223026228926,1,"[[23.0, 23.0], [32.35, 43.85]]","[[23.0, 32.35], [23.0, 43.85]]",43.85,43.85,43.85,"[array([0., 1.]), array([0., 1.]), array([0.5, 0.5]), array([0.5, 0.5])]",2.0,Not_Unique,2
0.5,57,57,0.7694591245652607,36,27.700528484349384,1,"[[28.5, 28.5], [15.05, 29.3]]","[[28.5, 15.05], [28.5, 29.3]]",28.5,29.3,29.3,"[array([ 1., -0.]), array([ 1., -0.]), array([0., 1.]), array([0., 1.]), array([0.06, 0.94]), array([0.06, 0.94])]",3.0,Not_Unique,2
0.5,40,40,0.7227768991566579,2,1.4455537983133158,1,"[[20.0, 20.0], [28.55, 38.55]]","[[20.0, 28.55], [20.0, 38.55]]",38.55,38.55,38.55,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,80,80,0.6032990756056202,14,8.446187058478683,1,"[[40.0, 40.0], [51.55, 71.55]]","[[40.0, 51.55], [40.0, 71.55]]",71.55,71.55,71.55,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,44,44,0.5743998577243281,23,13.211196727659546,1,"[[22.0, 22.0], [19.79, 30.79]]","[[22.0, 19.79], [22.0, 30.79]]",22.0,30.79,30.79,"[array([0., 1.]), array([0., 1.]), array([0.8, 0.2]), array([0.8, 0.2]), array([1., 0.]), array([1., 0.])]",3.0,Not_Unique,2
0.5,49,49,0.4040066936639236,34,13.736227584573403,1,"[[24.5, 24.5], [23.01, 35.26]]","[[24.5, 23.01], [24.5, 35.26]]",24.5,35.26,35.26,"[array([0., 1.]), array([0., 1.]), array([0.88, 0.12]), array([0.88, 0.12]), array([1., 0.]), array([1., 0.])]",3.0,Not_Unique,2
0.5,100,100,0.6894897742893764,24,16.547754582945032,1,"[[50.0, 50.0], [58.45, 83.45]]","[[50.0, 58.45], [50.0, 83.45]]",83.45,83.45,83.45,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,55,55,0.49286113872473436,40,19.714445548989374,1,"[[27.5, 27.5], [21.54, 35.29]]","[[27.5, 21.54], [27.5, 35.29]]",27.5,35.29,35.29,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.57, 0.43]), array([0.57, 0.43])]",3.0,Not_Unique,2
0.5,72,72,0.3217082543919987,40,12.868330175679947,1,"[[36.0, 36.0], [41.13, 59.13]]","[[36.0, 41.13], [36.0, 59.13]]",59.13,59.13,59.13,"[array([-0.,  1.]), array([-0.,  1.]), array([0., 1.]), array([0., 1.])]",2.0,Not_Unique,2
0.5,7,7,0.8754613300598082,16,14.007381280956931,1,"[[3.5, 3.5], [-8.76, -7.01]]","[[3.5, -8.76], [3.5, -7.01]]",3.5,3.5,3.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,92,92,0.9994726283284998,15,14.992089424927498,1,"[[46.0, 46.0], [54.01, 77.01]]","[[46.0, 54.01], [46.0, 77.01]]",77.01,77.01,77.01,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,88,88,0.781690791063068,25,19.542269776576703,1,"[[44.0, 44.0], [46.46, 68.46]]","[[44.0, 46.46], [44.0, 68.46]]",68.46,68.46,68.46,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,20,20,0.6675197190250811,3,2.0025591570752432,1,"[[10.0, 10.0], [13.0, 18.0]]","[[10.0, 13.0], [10.0, 18.0]]",18.0,18.0,18.0,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,55,55,0.0644928960828337,13,0.8384076490768382,1,"[[27.5, 27.5], [40.41, 54.16]]","[[27.5, 40.41], [27.5, 54.16]]",54.16,54.16,54.16,"[array([0., 1.]), array([0., 1.]), array([0., 1.]), array([0., 1.])]",2.0,Not_Unique,2
0.5,98,98,0.10882482852109032,21,2.2853213989428967,1,"[[49.0, 49.0], [71.21, 95.71]]","[[49.0, 71.21], [49.0, 95.71]]",95.71,95.71,95.71,"[array([0., 1.]), array([0., 1.]), array([-inf,  inf]), array([-inf,  inf])]",2.0,Not_Unique,2
0.5,91,91,0.3006476842176916,13,3.908419894829991,1,"[[45.5, 45.5], [64.34, 87.09]]","[[45.5, 64.34], [45.5, 87.09]]",87.09,87.09,87.09,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,35,35,0.2271480896073782,17,3.8615175233254293,1,"[[17.5, 17.5], [22.39, 31.14]]","[[17.5, 22.39], [17.5, 31.14]]",31.14,31.14,31.14,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,13,13,0.19975979159009427,35,6.991592705653299,1,"[[6.5, 6.5], [2.76, 6.01]]","[[6.5, 2.76], [6.5, 6.01]]",6.5,6.5,6.5,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,25,25,0.5793800216024925,28,16.222640604869788,1,"[[12.5, 12.5], [2.53, 8.78]]","[[12.5, 2.53], [12.5, 8.78]]",12.5,12.5,12.5,"[array([ inf, -inf]), array([ inf, -inf]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,90,90,0.0633479288220089,28,1.7737420070162493,1,"[[45.0, 45.0], [65.73, 88.23]]","[[45.0, 65.73], [45.0, 88.23]]",88.23,88.23,88.23,"[array([0., 1.]), array([0., 1.]), array([0.5, 0.5]), array([0.5, 0.5])]",2.0,Not_Unique,2
0.5,19,19,0.13796014784101407,40,5.518405913640563,1,"[[9.5, 9.5], [8.73, 13.48]]","[[9.5, 8.73], [9.5, 13.48]]",9.5,13.48,13.48,"[array([0., 1.]), array([0., 1.]), array([0., 1.]), array([0., 1.]), array([0.84, 0.16]), array([0.84, 0.16]), array([1., 0.]), array([1., 0.])]",4.0,Not_Unique,2
0.5,44,44,0.8838218075777089,42,37.12051591826378,1,"[[22.0, 22.0], [-4.12, 6.88]]","[[22.0, -4.12], [22.0, 6.88]]",22.0,22.0,22.0,"[array([1., 0.]), array([1., 0.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,92,92,0.13475431450231146,18,2.425577661041606,1,"[[46.0, 46.0], [66.57, 89.57]]","[[46.0, 66.57], [46.0, 89.57]]",89.57,89.57,89.57,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,13,13,0.3071511081256475,12,3.68581329750777,1,"[[6.5, 6.5], [6.06, 9.31]]","[[6.5, 6.06], [6.5, 9.31]]",6.5,9.31,9.31,"[array([0., 1.]), array([0., 1.]), array([0.86, 0.14]), array([0.86, 0.14]), array([1., 0.]), array([1., 0.])]",3.0,Not_Unique,2
0.5,15,15,0.7861805750323262,47,36.95048702651933,1,"[[7.5, 7.5], [-25.7, -21.95]]","[[7.5, -25.7], [7.5, -21.95]]",7.5,7.5,7.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,3,3,0.7869214847133984,11,8.656136331847382,1,"[[1.5, 1.5], [-6.41, -5.66]]","[[1.5, -6.41], [1.5, -5.66]]",1.5,1.5,1.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,15,15,0.6656266254919728,6,3.9937597529518367,1,"[[7.5, 7.5], [7.26, 11.01]]","[[7.5, 7.26], [7.5, 11.01]]",7.5,11.01,11.01,"[array([0., 1.]), array([0., 1.]), array([0.94, 0.06]), array([0.94, 0.06]), array([1., 0.]), array([1., 0.])]",3.0,Not_Unique,2
0.5,61,61,0.07344524367054928,28,2.0564668227753797,1,"[[30.5, 30.5], [43.69, 58.94]]","[[30.5, 43.69], [30.5, 58.94]]",58.94,58.94,58.94,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,82,82,0.017805451347673196,11,0.19585996482440515,1,"[[41.0, 41.0], [61.3, 81.8]]","[[41.0, 61.3], [41.0, 81.8]]",81.8,81.8,81.8,"[array([0., 1.]), array([0., 1.]), array([0., 1.]), array([0., 1.])]",2.0,Not_Unique,2
0.5,53,53,0.9263226248506343,38,35.20025974432411,1,"[[26.5, 26.5], [4.55, 17.8]]","[[26.5, 4.55], [26.5, 17.8]]",26.5,26.5,26.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,16,16,0.25056205687244115,4,1.0022482274897646,1,"[[8.0, 8.0], [11.0, 15.0]]","[[8.0, 11.0], [8.0, 15.0]]",15.0,15.0,15.0,"[array([0., 1.]), array([0., 1.]), array([0., 1.]), array([0., 1.])]",2.0,Not_Unique,2
0.5,67,67,0.6867896469606791,3,2.0603689408820376,1,"[[33.5, 33.5], [48.19, 64.94]]","[[33.5, 48.19], [33.5, 64.94]]",64.94,64.94,64.94,"[array([0., 1.]), array([0., 1.]), array([0.5, 0.5]), array([0.5, 0.5])]",2.0,Not_Unique,2
0.5,1,1,0.3508034892389229,27,9.471694209450918,1,"[[0.5, 0.5], [-8.72, -8.47]]","[[0.5, -8.72], [0.5, -8.47]]",0.5,0.5,0.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,25,25,0.10355272041389818,44,4.55631969821152,1,"[[12.5, 12.5], [14.19, 20.44]]","[[12.5, 14.19], [12.5, 20.44]]",20.44,20.44,20.44,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,95,95,0.19880507148416127,7,1.3916355003891288,1,"[[47.5, 47.5], [69.86, 93.61]]","[[47.5, 69.86], [47.5, 93.61]]",93.61,93.61,93.61,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,52,52,0.24353421435776168,20,4.870684287155234,1,"[[26.0, 26.0], [34.13, 47.13]]","[[26.0, 34.13], [26.0, 47.13]]",47.13,47.13,47.13,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,37,37,0.8154190537360879,47,38.324695525596134,1,"[[18.5, 18.5], [-10.57, -1.32]]","[[18.5, -10.57], [18.5, -1.32]]",18.5,18.5,18.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,57,57,0.3597748884949207,16,5.756398215918731,1,"[[28.5, 28.5], [36.99, 51.24]]","[[28.5, 36.99], [28.5, 51.24]]",51.24,51.24,51.24,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,9,9,0.6270913540079137,10,6.270913540079137,1,"[[4.5, 4.5], [0.48, 2.73]]","[[4.5, 0.48], [4.5, 2.73]]",4.5,4.5,4.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,6,6,0.6094259984278773,30,18.282779952836318,1,"[[3.0, 3.0], [-13.78, -12.28]]","[[3.0, -13.78], [3.0, -12.28]]",3.0,3.0,3.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,58,58,0.5079749014815171,4,2.0318996059260686,1,"[[29.0, 29.0], [41.47, 55.97]]","[[29.0, 41.47], [29.0, 55.97]]",55.97,55.97,55.97,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,17,17,0.18033898872689225,41,7.393898537802582,1,"[[8.5, 8.5], [5.36, 9.61]]","[[8.5, 5.36], [8.5, 9.61]]",8.5,9.61,9.61,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.26, 0.74]), array([0.26, 0.74])]",3.0,Not_Unique,2
0.5,25,25,0.7288355825689757,28,20.407396311931322,1,"[[12.5, 12.5], [-1.66, 4.59]]","[[12.5, -1.66], [12.5, 4.59]]",12.5,12.5,12.5,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,42,42,0.7028942758049035,5,3.5144713790245175,1,"[[21.0, 21.0], [27.99, 38.49]]","[[21.0, 27.99], [21.0, 38.49]]",38.49,38.49,38.49,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,4,4,0.7865987028553361,13,10.225783137119368,1,"[[2.0, 2.0], [-7.23, -6.23]]","[[2.0, -7.23], [2.0, -6.23]]",2.0,2.0,2.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,33,33,0.8720378142085661,42,36.62558819675978,1,"[[16.5, 16.5], [-11.88, -3.63]]","[[16.5, -11.88], [16.5, -3.63]]",16.5,16.5,16.5,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,72,72,0.8151600549948784,11,8.966760604943662,1,"[[36.0, 36.0], [45.03, 63.03]]","[[36.0, 45.03], [36.0, 63.03]]",63.03,63.03,63.03,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,76,76,0.6366596769886246,4,2.5466387079544983,1,"[[38.0, 38.0], [54.45, 73.45]]","[[38.0, 54.45], [38.0, 73.45]]",73.45,73.45,73.45,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,6,6,0.9971187677646017,6,5.982712606587611,1,"[[3.0, 3.0], [-1.48, 0.02]]","[[3.0, -1.48], [3.0, 0.02]]",3.0,3.0,3.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,82,82,0.77528878533302,44,34.11270655465288,1,"[[41.0, 41.0], [27.39, 47.89]]","[[41.0, 27.39], [41.0, 47.89]]",41.0,47.89,47.89,"[array([1., 0.]), array([1., 0.]), array([0., 1.]), array([0., 1.]), array([0.34, 0.66]), array([0.34, 0.66])]",3.0,Not_Unique,2
0.5,60,60,0.3772609556263752,31,11.69508962441763,1,"[[30.0, 30.0], [33.3, 48.3]]","[[30.0, 33.3], [30.0, 48.3]]",48.3,48.3,48.3,"[array([0., 1.]), array([0., 1.]), array([ inf, -inf]), array([ inf, -inf])]",2.0,Not_Unique,2
0.5,51,51,0.024528649244032197,34,0.8339740742970947,1,"[[25.5, 25.5], [37.42, 50.17]]","[[25.5, 37.42], [25.5, 50.17]]",50.17,50.17,50.17,"[array([0., 1.]), array([0., 1.]), array([0.5, 0.5]), array([0.5, 0.5])]",2.0,Not_Unique,2
0.5,71,71,0.3056625111477542,36,11.003850401319152,1,"[[35.5, 35.5], [42.25, 60.0]]","[[35.5, 42.25], [35.5, 60.0]]",60.0,60.0,60.0,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,82,82,0.5339334465063794,47,25.094871985799834,1,"[[41.0, 41.0], [36.41, 56.91]]","[[41.0, 36.41], [41.0, 56.91]]",41.0,56.91,56.91,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.]), array([0.78, 0.22]), array([0.78, 0.22]), array([1., 0.]), array([1., 0.])]",4.0,Not_Unique,2
0.5,26,26,0.2635043089823009,2,0.5270086179646019,1,"[[13.0, 13.0], [18.97, 25.47]]","[[13.0, 18.97], [13.0, 25.47]]",25.47,25.47,25.47,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,4,4,0.9561045679580683,36,34.41976444649046,1,"[[2.0, 2.0], [-31.42, -30.42]]","[[2.0, -31.42], [2.0, -30.42]]",2.0,2.0,2.0,"[array([ 1., -0.]), array([ 1., -0.])]",1.0,Guess,0
0.5,68,68,0.030448390293846384,24,0.7307613670523132,1,"[[34.0, 34.0], [50.27, 67.27]]","[[34.0, 50.27], [34.0, 67.27]]",67.27,67.27,67.27,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,77,77,0.6557458556492209,16,10.491933690387535,1,"[[38.5, 38.5], [47.26, 66.51]]","[[38.5, 47.26], [38.5, 66.51]]",66.51,66.51,66.51,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,20,20,0.12810728790555526,16,2.049716606488884,1,"[[10.0, 10.0], [12.95, 17.95]]","[[10.0, 12.95], [10.0, 17.95]]",17.95,17.95,17.95,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,88,88,0.055407841716263895,39,2.160905826934292,1,"[[44.0, 44.0], [63.84, 85.84]]","[[44.0, 63.84], [44.0, 85.84]]",85.84,85.84,85.84,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,62,62,0.6252304327509224,19,11.879378222267526,1,"[[31.0, 31.0], [34.62, 50.12]]","[[31.0, 34.62], [31.0, 50.12]]",50.12,50.12,50.12,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,82,82,0.29184833253541353,1,0.29184833253541353,1,"[[41.0, 41.0], [61.21, 81.71]]","[[41.0, 61.21], [41.0, 81.71]]",81.71,81.71,81.71,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,44,44,0.21680131735500396,17,3.6856223950350673,1,"[[22.0, 22.0], [29.31, 40.31]]","[[22.0, 29.31], [22.0, 40.31]]",40.31,40.31,40.31,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,95,95,0.2184386069109856,16,3.4950177105757696,1,"[[47.5, 47.5], [67.75, 91.5]]","[[47.5, 67.75], [47.5, 91.5]]",91.5,91.5,91.5,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,82,82,0.4874073008695142,24,11.69777522086834,1,"[[41.0, 41.0], [49.8, 70.3]]","[[41.0, 49.8], [41.0, 70.3]]",70.3,70.3,70.3,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,89,89,0.40187349189530075,28,11.252457773068421,1,"[[44.5, 44.5], [55.5, 77.75]]","[[44.5, 55.5], [44.5, 77.75]]",77.75,77.75,77.75,"[array([0., 1.]), array([0., 1.]), array([0., 1.]), array([0., 1.])]",2.0,Not_Unique,2
0.5,61,61,0.9985051218718415,47,46.92974072797655,1,"[[30.5, 30.5], [-1.18, 14.07]]","[[30.5, -1.18], [30.5, 14.07]]",30.5,30.5,30.5,"[array([0., 1.]), array([0., 1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,79,79,0.5840253588367151,25,14.600633970917878,1,"[[39.5, 39.5], [44.65, 64.4]]","[[39.5, 44.65], [39.5, 64.4]]",64.4,64.4,64.4,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,88,88,0.07522514617382448,41,3.0842309931268037,1,"[[44.0, 44.0], [62.92, 84.92]]","[[44.0, 62.92], [44.0, 84.92]]",84.92,84.92,84.92,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,100,100,0.4838988613511105,3,1.4516965840533316,1,"[[50.0, 50.0], [73.55, 98.55]]","[[50.0, 73.55], [50.0, 98.55]]",98.55,98.55,98.55,"[array([0., 1.]), array([0., 1.]), array([0.5, 0.5]), array([0.5, 0.5])]",2.0,Not_Unique,2
0.5,75,75,0.960940907825504,24,23.062581787812096,1,"[[37.5, 37.5], [33.19, 51.94]]","[[37.5, 33.19], [37.5, 51.94]]",37.5,51.94,51.94,"[array([0., 1.]), array([0., 1.]), array([0.77, 0.23]), array([0.77, 0.23]), array([ 1., -0.]), array([ 1., -0.])]",3.0,Not_Unique,2
0.5,64,64,0.0695318027019538,49,3.4070583323957364,1,"[[32.0, 32.0], [44.59, 60.59]]","[[32.0, 44.59], [32.0, 60.59]]",60.59,60.59,60.59,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,91,91,0.3465713504507918,28,9.70399781262217,1,"[[45.5, 45.5], [58.55, 81.3]]","[[45.5, 58.55], [45.5, 81.3]]",81.3,81.3,81.3,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,73,73,0.30752320435133806,46,14.14606740016155,1,"[[36.5, 36.5], [40.6, 58.85]]","[[36.5, 40.6], [36.5, 58.85]]",58.85,58.85,58.85,"[array([0., 1.]), array([0., 1.]), array([0.5, 0.5]), array([0.5, 0.5])]",2.0,Not_Unique,2
0.5,58,58,0.994640462939167,36,35.80705666581001,1,"[[29.0, 29.0], [7.69, 22.19]]","[[29.0, 7.69], [29.0, 22.19]]",29.0,29.0,29.0,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,23,23,0.12017370166564467,49,5.888511381616589,1,"[[11.5, 11.5], [11.36, 17.11]]","[[11.5, 11.36], [11.5, 17.11]]",11.5,17.11,17.11,"[array([-0.,  1.]), array([-0.,  1.]), array([0.98, 0.02]), array([0.98, 0.02]), array([1., 0.]), array([1., 0.])]",3.0,Not_Unique,2
0.5,17,17,0.9862977841669311,34,33.53412466167566,1,"[[8.5, 8.5], [-20.78, -16.53]]","[[8.5, -20.78], [8.5, -16.53]]",8.5,8.5,8.5,"[array([1., 0.]), array([1., 0.])]",1.0,Guess,0
0.5,10,10,0.7829677600197945,4,3.131871040079178,1,"[[5.0, 5.0], [4.37, 6.87]]","[[5.0, 4.37], [5.0, 6.87]]",5.0,6.87,6.87,"[array([-0.,  1.]), array([-0.,  1.]), array([0.75, 0.25]), array([0.75, 0.25]), array([1., 0.]), array([1., 0.])]",3.0,Not_Unique,2
0.5,96,96,0.30175116111286526,46,13.880553411191801,1,"[[48.0, 48.0], [58.12, 82.12]]","[[48.0, 58.12], [48.0, 82.12]]",82.12,82.12,82.12,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,33,33,0.2609178955434889,3,0.7827536866304666,1,"[[16.5, 16.5], [23.97, 32.22]]","[[16.5, 23.97], [16.5, 32.22]]",32.22,32.22,32.22,"[array([0., 1.]), array([0., 1.]), array([0., 1.]), array([0., 1.])]",2.0,Not_Unique,2
0.5,66,66,0.9329348523339576,2,1.8658697046679151,1,"[[33.0, 33.0], [47.63, 64.13]]","[[33.0, 47.63], [33.0, 64.13]]",64.13,64.13,64.13,"[array([0., 1.]), array([0., 1.])]",1.0,Review,1
0.5,66,66,0.17595349996692977,13,2.287395499570087,1,"[[33.0, 33.0], [47.21, 63.71]]","[[33.0, 47.21], [33.0, 63.71]]",63.71,63.71,63.71,"[array([-0.,  1.]), array([-0.,  1.]), array([1., 0.]), array([1., 0.])]",2.0,Not_Unique,2
0.5,83,83,0.11982272116488024,39,4.67308612543033,1,"[[41.5, 41.5], [57.58, 78.33]]","[[41.5, 57.58], [41.5, 78.33]]",78.33,78.33,78.33,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
0.5,47,47,0.33897195948246583,31,10.50813074395644,1,"[[23.5, 23.5], [24.74, 36.49]]","[[23.5, 24.74], [23.5, 36.49]]",36.49,36.49,36.49,"[array([-0.,  1.]), array([-0.,  1.])]",1.0,Review,1
